Team_ID,Team_Composition,Total_Loss_Count
726,"Pig, Pig, Mouse",1194248
529,"Mouse, Horse, Otter",1212063
386,"Horse, Mouse, Pig",1213596
547,"Mouse, Mouse, Otter",1223402
609,"Otter, Horse, Mouse",1225541
530,"Mouse, Horse, Pig",1231983
627,"Otter, Mouse, Mouse",1243193
706,"Pig, Mouse, Horse",1249365
562,"Mouse, Pig, Horse",1251285
555,"Mouse, Otter, Mouse",1253411
690,"Pig, Horse, Mouse",1258700
364,"Horse, Horse, Horse",1263969
402,"Horse, Pig, Mouse",1273019
548,"Mouse, Mouse, Pig",1282544
382,"Horse, Mouse, Horse",1292036
708,"Pig, Mouse, Mouse",1298680
526,"Mouse, Horse, Horse",1313847
366,"Horse, Horse, Mouse",1321456
384,"Horse, Mouse, Mouse",1330694
544,"Mouse, Mouse, Horse",1330698
564,"Mouse, Pig, Mouse",1335995
528,"Mouse, Horse, Mouse",1359958
546,"Mouse, Mouse, Mouse",1364000
