Team_ID,Team_Composition,Total_Win_Count
724,"Pig, Pig, Horse",0
364,"Horse, Horse, Horse",0
706,"Pig, Mouse, Horse",0
692,"Pig, Horse, Pig",0
366,"Horse, Horse, Mouse",0
368,"Horse, Horse, Pig",0
382,"Horse, Mouse, Horse",0
384,"Horse, Mouse, Mouse",0
386,"Horse, Mouse, Pig",0
400,"Horse, Pig, Horse",0
402,"Horse, Pig, Mouse",0
404,"Horse, Pig, Pig",0
526,"Mouse, Horse, Horse",0
528,"Mouse, Horse, Mouse",0
530,"Mouse, Horse, Pig",0
544,"Mouse, Mouse, Horse",0
546,"Mouse, Mouse, Mouse",0
548,"Mouse, Mouse, Pig",0
562,"Mouse, Pig, Horse",0
564,"Mouse, Pig, Mouse",0
566,"Mouse, Pig, Pig",0
688,"Pig, Horse, Horse",0
690,"Pig, Horse, Mouse",0
728,"Pig, Pig, Pig",0
